ID,FONTE,NOME,COLETADOR,LOCATION,PAIS,ESTADO,CIDADE,LATITUDE,LONGITUDE,ANO_COLETA,MES_COLETA,DIA_COLETA
410984,gbif,"Hygrophila costata Nees","M.G. Caxambu","Estação Ecológica Municipal Francisco",BR,Pr,"Reserva do Iguaçu",-25.923222,-51.858194,2018,04,27
410985,gbif,"Hygrophila costata Nees","Dan Johnson",NULL,US,Texas,NULL,29.725057,-95.70954,2018,04,29
410986,gbif,"Hygrophila polysperma T.Anderson",mojopf21,NULL,US,Florida,NULL,28.076017,-82.3759,2018,06,04
410987,gbif,"Hygrophila costata Nees","F.A. Lichtenfelz","Parque Natural Municipal São Francisco de Assis",BR,"Santa Catarina",Blumenau,-26.920833,-49.091667,2017,01,26
410988,gbif,"Hygrophila costata Nees","Lichtenfelz, F.A.",NULL,BR,"Santa Catarina",Blumenau,-26.920833,-49.091667,2017,01,26
410989,gbif,"Hygrophila R.Br.","Funez, L.A.","Centro, propriedade dos Feler.",BR,"Santa Catarina",Rodeio,-26.933889,-49.38,2017,01,17
410990,gbif,"Hygrophila costata Nees","Wetterling, A.","EARLVILLE SHOPPING CENTRE CAIRNS",AU,Queensland,NULL,-16.941564006702144,145.74279200000004,2017,01,01
410991,gbif,"Hygrophila costata Nees","O'Reilly, T.","PETRIE CREEK NAMBOUR, DOWNSTREAM FROM QUOTA PARK",AU,Queensland,NULL,-26.624755020726386,152.96498,2017,02,28
410992,gbif,"Hygrophila costata Nees","M. Caumo","Vila Capivarita, Horto Tarumã CMPC",BR,"Rio Grande do Sul","Pantano Grande",-30.324547,-52.485831,2017,02,08
410993,gbif,"Hygrophila costata Nees",NULL,"PETRIE CREEK NAMBOUR, DOWNSTREAM FROM QUOTA PARK",AU,Queensland,NULL,-26.624755,152.96498,2017,02,28
410994,gbif,"Hygrophila ringens subsp. ringens",OJJS08062600,"locality withheld",AU,"New South Wales",NULL,-29.759796,153.094653,2017,03,26
410995,gbif,"Justicia comata Lam.","Castaño-A., N.","parque natural municipal Andaquí, cabecera del río Pescado, vegetación riparia a orilla de qda. La Cerinda",CO,Caquetá,NULL,1.67,-75.9,2017,01,27
410996,gbif,"Justicia comata Lam.","Castaño-A., N.","parque natural municipal Andaquí, sector La Mina- qda. La Esmeralda, vegetación riparia a orilla de qda.",CO,Caquetá,NULL,1.63,-75.9,2017,02,01
410997,gbif,"Justicia comata Lam.","Stehlik,L. & Holzer,C. 13","Costa Rica, Puntarenas, Area of La Gamba",CR,NULL,NULL,8.70128,-83.20143,2016,02,20
410998,gbif,"Justicia comata Lam.","Stehlik,L. & Holzer,C. 51","Costa Rica, Puntarena, Area of La Gamba",CR,NULL,NULL,8.69977,-83.19987,2016,02,20
410999,gbif,"Justicia comata Lam.","Stehlik,L. & Holzer,C.","Costa Rica, Puntarenas, area of La Gamba, Tropical Station La Gamba, pasture, meadow.",CR,NULL,NULL,8.70128,-83.20143,2016,02,20
411000,gbif,"Justicia comata Lam.","Stehlik,L. & Holzer,C.","Costa Rica, Puntarena, area of La Gamba, oil palm plantation near the Tropical Station.",CR,NULL,NULL,8.69977,-83.19987,2016,02,20
411001,gbif,"Justicia comata Lam.","Cárdenas, D.","camino Andaquí, comunica Acevedo-Belén de Los Andaquíes, vegetación a orilla de qda.",CO,Caquetá,NULL,1.67,-75.9,2016,03,12
411002,gbif,"Justicia comata Lam.","Cárdenas, D.","camino Andaquí, vía Acevedo-Belén de los Andaquíes, qda. Las Verdes margen izq., vegetación alrededor de aprovechamiento de piedras verdes y ciudad perdida El Encanto",CO,Caquetá,NULL,1.63,-75.91,2016,03,15
411003,gbif,"Justicia comata Lam.","Neptalí Ramírez Marcial",NULL,MX,Chiapas,NULL,16.82943,-93.092372,2016,11,12
411004,gbif,"Justicia comata Lam.","Neptalí Ramírez Marcial",NULL,MX,Chiapas,NULL,16.792996,-93.078694,2016,11,19
411005,gbif,"Justicia comata Lam.","Marc S. Frank",NULL,US,Florida,NULL,NULL,NULL,2016,12,26
411006,gbif,"Justicia comata Lam.","W. D. Stevens|O.M. Montiel","2.2 km NW of Río Cuapa bridge below Cuapa, then 8.5 km E, at Río Los Cerritos and empalme with road to El Silencio; remnant moist forest along river at waterfalls",NI,Chontales,NULL,12.301194,-85.318861,2015,01,17
411007,gbif,"Justicia comata Lam.","Lena Struwe",NULL,CR,Heredia,NULL,10.430359,-84.00864,2015,03,18
411008,gbif,"Justicia comata Lam.","Barry Hammel; Paul Foster ; Miguel Ángel Cruz Espindola ; Isabel Pérez","Reserva Ecológica Bijagual. Río Bijagual.",CR,Heredia,"La Virgen",10.363333,-84.102806,2015,03,31
411009,gbif,"Justicia comata Lam.","Lena Struwe",NULL,CR,Heredia,NULL,10.428671,-84.008984,2015,03,17
411010,gbif,"Justicia comata Lam.","M.G. Caxambu","Parque Nacional do Iguaçu - Trilha da",BR,Pr,"Foz do Iguaçu",-25.620861,-54.470306,2015,05,21
411011,gbif,"Justicia comata Lam.","Alcântara, J. D'arc,","Dois Irmãos, Açude de dentro do Parque Dois Irmãos.",BR,Pernambuco,Recife,0.0,0.0,2015,07,21
411012,gbif,"Justicia comata Lam.","J. Ledesma Corral","Totutla, Puebla, Mexico, Carretera a Huitzilan, en la localidad de Cohuapan",MX,Puebla,NULL,19.9287,-97.7176,2015,11,20
411013,gbif,"Justicia comata Lam.","W. D. Stevens","4.0 km N of Las Plazuelas along road to La Palma (on Rama highway); jícaro savanna on vertisol",NI,Chontales,NULL,11.862556,-85.276278,2014,01,30
411014,gbif,"Justicia comata Lam.","G. B. Scherer",Pedreira.,BR,"Rio Grande do Sul","Bom Retiro do Sul",-30.068211,-52.958489,2014,02,18
411015,gbif,"Justicia comata L.","V.C. Soares","Base de Estudos do Pantanal-Caminho para torre de observação.",BR,"Mato Grosso do Sul",Corumbá,-19.576444,-57.016667,2011,06,27
411016,gbif,"Justicia comata L.","Grupo Pedra do Cavalo","Barragem de Bananeiras. Vale dos Rioas Paraguaçú e Jacuipe.",BR,Bahia,CACHOEIRA,-12.533333,-39.083333,,,
411017,gbif,"Justicia comata L.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,
411018,gbif,"Justicia comata Sw.",Hartweg,Guayaquil,NULL,NULL,NULL,NULL,NULL,,,
411019,gbif,"Justicia comata Sw.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,
411020,gbif,"Justicia comata Vell. ex Nees","Galán,P., Ibáñez,A. & Santamaría,O.","Depto. Santa Ana, Mun. El Congo, Ctón. La Presa, A.N.P. Complejo San Marcelino, Sector El Teshcal, Manantial El Chupadero, Borde de área",SV,NULL,NULL,13.794,-89.48119,2012,08,15
411021,gbif,"Justicia comata Vell. ex Nees","Pérez,A.J., Yandún,S., Endara,M.J., Cuadros,F. & Santillán,W.","Ecuador, Orellana, Vía de acceso Chiruisla-Río Tiputini, colecciones en los alrededores del Km 6+400 - Río Huiririma, al borde del camino. Bosque Húmedo Tropical, áreas de Tierra firme y Plano Temporalmente Inundable. Especies representativas: Cedrelinga catenaeformis, Crepidospermum goudotianum, Hasseltia floribunda, Neea sp., Alt: 200 - 220 m, 00º38'40""S 75º54'39""W",EC,NULL,NULL,-0.64444,-75.91083,2006,02,04
411022,gbif,"Justicia comata Vell. ex Nees","REFLORA provisional entry",NULL,BR,NULL,NULL,NULL,NULL,,,
411023,gbif,"Justicia comata Vell. ex Nees",Sellow,NULL,BR,NULL,NULL,NULL,NULL,,,
411024,gbif,"Justicia comata Vell. ex Nees","Cazalet,P.C.D. & Pennington,T.D.",NULL,EC,NULL,NULL,NULL,NULL,,,
411025,gbif,"Justicia rohrii Vahl","M.E. Medina A.; F. Vázquez B.","BARRANCA DE PACHUQUILLA, 2 KM AL SO DE DICHA POBLACION, MPIO.PUENTE NACIIONAL",MX,"Veracruz de ignacio de la llave",NULL,19.237778,-96.613056,1985,08,26
411026,gbif,"Justicia rohrii Vahl","G. Castillo C.; F. Vázquez B.","EN LA LADERA N DEL CERRO QUE SE ENCUENTRA AL N DEL POBLADO DE JALCOMULCO, EN EL EJIDO DE TACOTALPAN, MPIO. JALCOMULCO",MX,"Veracruz de ignacio de la llave",NULL,19.331667,-96.761667,1984,09,26
411027,gbif,"Justicia rohrii Vahl","J. Rzedowski","CAÑON DE LOBOS, ENTRE CUERNAVACA Y YAUTEPEC, MOR.",MX,Morelos,NULL,18.885,-99.061667,1960,08,07
411028,gbif,"Justicia rohrii Vahl","M. Sessé & J. M. Mociño",NULL,MX,NULL,NULL,23.0,-102.0,,,
411029,gbif,"Justicia rohrii Vahl","M. Sessé & J. M. Mociño",NULL,MX,NULL,NULL,23.0,-102.0,,,
411030,gbif,"Justicia aequilabris (Nees) Lindau","Guedes, ML; Gama, HC; Lopes, R","Serrote, Faz. do Sr. Oscar.",BR,Bahia,"Conceição do Coité",-11.933333,-39.466667,2018,04,20
411031,gbif,"Justicia aequilabris (Nees) Lindau","Souza, E.B.","Planalto da Ibiapaba. Localidade de Queimadas.",BR,Ceará,Tianguá,-3.870278,-41.195556,2017,05,19
411032,gbif,"Justicia aequilabris (Nees) Lindau","Souza, E.B.","Planalto da Ibiapaba, Queimadas.",BR,Ceará,Tianguá,-3.870278,-41.195556,2017,05,19
411033,gbif,"Justicia aequilabris (Nees) Lindau","J.A. Siqueira Filho","Serra de Dois Irmãos, próximo à gruta soterradana parte mais alta da serra em solo degradado.",BR,Pernambuco,Afrânio,-8.422472,-41.011722,2016,04,24
411034,gbif,"Justicia aequilabris (Nees) Lindau","Francener, A.; Torres, C.S.; Garcia, G.S.; Gonçalves, L.M.G.; Cunha, D.S.Z.",NULL,BR,"Rio Grande do Norte","Serra Caiada",-6.110556,-35.726389,2016,06,28
411035,gbif,"Justicia aequilabris (Nees) Lindau","Costa, G.; Carvalho, D.N.","Morro do Mucambo;",BR,Bahia,"Conceição do Coité",NULL,NULL,2016,10,01
411036,gbif,"Justicia aequilabris (Nees) Lindau","J.A. Siqueira Filho","UNIVASF, Campus Juazeiro, acesso ao rio, na mata ciliar após a demarcação final dos limites da universidade.",BR,Bahia,Juazeiro,-9.576444,-40.514483,2015,03,27
411037,gbif,"Justicia aequilabris (Nees) Lindau","Oliveira, M.","Caminho para Serra das Antenas.Caatinga arbustiva aberta.",BR,Pernambuco,Orocó,-8.617222,-39.607778,2015,06,15
411038,gbif,"Justicia aequilabris (Nees) Lindau","M. Oliveira; L.S. Lima","Caminho da serra das Antenas.",BR,Pernambuco,Orocó,-8.617222,-39.607778,2015,06,15
411039,gbif,"Justicia aequilabris (Nees) Lindau","D. Silva","Fazenda Mucambo Velho",BR,Piauí,"Buriti dos Lopes",-3.370944,-41.709139,2015,07,16
411040,gbif,"Justicia aequilabris (Nees) Lindau",T.T.Bezerra,"UNIVASF, Campus Juazeiro, margem do rio São Francisco, parcela n° 01 experimento Ministério do Meio Ambiente",BR,Bahia,Juazeiro,-9.576444,-40.514483,2015,07,10
411041,gbif,"Justicia aequilabris (Nees) Lindau","Sousa, V.F.; Moura, E.O.; Soares, A.S.","Área para Instalação do Complexo Eólico Santapape",BR,"Rio Grande do Norte",Equador,-6.911944,-36.716111,2015,08,13
411042,gbif,"Justicia aequilabris (Nees) Lindau","Melo, E.","BA-052, Km 8, ramal a esquerda, Fazenda Chapada.",BR,Bahia,"Feira de Santana",-12.255,-39.083333,2015,08,21
411043,gbif,"Justicia aequilabris (Nees) Lindau","Sousa, V.F.; Moura, E.O.; Soares, A.S.","Área para Instalação do Complexo Eólico Santapape;",BR,"Rio Grande do Norte",Equador,-6.911944,-36.716111,2015,08,13
411044,gbif,"Justicia aequilabris (Nees) Lindau","A.C.P. Oliveira","Às margens da rodovia PE-251, na subida para a localidade de Caraíbas",BR,Pernambuco,Arcoverde,-8.420303,-36.954722,2014,01,31
411045,gbif,"Justicia aequilabris (Nees) Lindau","L.B. Pimentel; A.P. Fontana","Cachoeira do relo",BR,"Rio Grande do Norte","Luís Gomes",-6.396944,-38.380833,2014,06,04
411046,gbif,"Justicia aequilabris (Nees) Lindau","A.P. Fontana","Serra do Pinga",BR,Pernambuco,Betânia,-8.266667,-38.155556,2014,08,21
411047,gbif,"Justicia aequilabris (Nees) Lindau","Fontana, A.P.","Serra do Pinga",BR,Pernambuco,Betânia,-8.258611,-38.165,2014,08,21
411048,gbif,"Justicia aequilabris (Nees) Lindau","Almeida, E. S.","Número  do  conglomerado:  025,  número  da  subunidade:  02,  número  da  subparcela:  09,  número  da  árvore:  09C  -  F9.",BR,Sergipe,"Porto da Folha",NULL,NULL,2014,08,16
411049,gbif,"Justicia aequilabris (Nees) Lindau","Guedes, M.L.","Subida da Serra do Estevão.",BR,Ceará,Quixadá,-4.904444,-39.140278,2014,08,14
411050,gbif,"Justicia laevilinguis Lindau","Demeda, C","Lagoa do Peixoto",BR,"Rio Grande do Sul",Osório,-29.885,-50.270556,2016,02,11
411051,gbif,"Justicia laevilinguis Lindau","V.J. Pott","Fazenda São Francisco. Banhados do Rio da Prata. Estrada interna da fazenda ao longo e dentro das valas de drenagens.",BR,"Mato Grosso do Sul",Bonito,-21.381861,-56.574611,2016,10,20
411052,gbif,"Justicia laevilinguis Lindau","V.J. Pott","Fazenda Gramado.",BR,"Mato Grosso do Sul",Bonito,-21.392128,-56.610778,2016,10,21
411053,gbif,"Justicia laevilinguis Lindau","Demeda, C.","Lagoa do Peixoto",BR,"Rio Grande do Sul",Osório,-29.885056,-50.270472,2015,04,20
411054,gbif,"Justicia laevilinguis Lindau","Demeda, C.","Lagoa do Peixoto.",BR,"Rio Grande do Sul",Osório,-29.885,-50.270556,2015,04,20
411055,gbif,"Justicia laevilinguis Lindau","Silva Filho, PJS; Borges, R",Assentamento,BR,Rs,Alegrete,-29.629167,-55.532778,2014,01,16
411056,gbif,"Justicia laevilinguis Lindau","Roque, A.A.","Lagoa às margens da BR 101;",BR,"Rio Grande do Norte",Goianinha,-6.256944,-35.214167,2014,08,02
411057,gbif,"Justicia laevilinguis Lindau","Sousa,N.X.M.","Após 4km, estrada para Castro Alves; lagoa a beira da estrada",BR,Bahia,Sapeaçu,NULL,NULL,2014,09,08
411058,gbif,"Justicia laevilinguis Lindau","C.S. Souza","Base de Estudos do Pantanal.",BR,"Mato Grosso do Sul",Corumbá,-19.604494,-57.030697,2014,11,25
411059,gbif,"Justicia laevilinguis Lindau","Aona, L.Y.S.","área brejosa na Chacara Sinhá.; 2km da entrada para São Gonçalo a patir da BR 101",BR,Bahia,"São Gonçalo dos Campos",-12.428889,-38.919167,2014,11,12
411060,gbif,"Justicia laevilinguis Lindau","M. Rocha","Fazenda São Bento.",BR,"Mato Grosso do Sul",Corumbá,-19.489222,-57.028111,2014,12,12
411061,gbif,"Justicia laevilinguis Lindau","E.B. Souza","Fazenda São Miguel, campo inundável.",BR,"Mato Grosso do Sul",Corumbá,-19.596706,-57.059881,2013,07,03
411062,gbif,"Justicia laevilinguis Lindau","E.B. Souza","Fazenda São Miguel, campo inundável.",BR,"Mato Grosso do Sul",Corumbá,-19.588142,-57.061694,2013,07,04
411063,gbif,"Justicia laevilinguis Lindau","Gonzatti, F.",NULL,BR,"Rio Grande do Sul",Cidreira,-30.053056,-50.225556,2012,03,10
411064,gbif,"Justicia laevilinguis Lindau","Gonzatti, F.","Lagoa Tapera",BR,"Rio Grande do Sul",Cidreira,-30.053056,-50.225556,2012,03,10
411065,gbif,"Justicia laevilinguis Lindau","Gonzatti, F.","Lagoa da Tapera",BR,"Rio Grande do Sul",Cidreira,-30.053056,-50.225556,2012,03,10
411066,gbif,"Justicia laevilinguis Lindau","Gonzatti, F.","Lagoa tapera",BR,"Rio Grande do Sul",Cidreira,0.0,0.0,2012,03,10
411067,gbif,"Justicia laevilinguis Lindau","Keller, H.A.",NULL,AR,Misiones,"San Ignacio",-27.215278,-55.594444,2012,03,12
411068,gbif,"Justicia laevilinguis Lindau","Costa, G.; Conceição, S.F; Sales, R.","Área alagada na base da Serra; Saída para Feira de Santana",BR,Bahia,"Conceição da Feira",NULL,NULL,2012,09,05
411069,gbif,"Justicia laevilinguis Lindau","G. Costa; S.F. Conceição & S.F. Sales","Área alagada na base da Serra, saída para a Feira de Santana.",BR,Bahia,"Conceição da Feira",NULL,NULL,2012,09,05
411070,gbif,"Nelsonia brunelloides Vahl","W.D. Stevens; B.A. Krukoff","Lower W slope of Cerro Musun, Quebrada El Jobo, a tributary of Río Paiwas",NI,Matagalpa,NULL,12.925,-85.275,1979,02,12
411071,gbif,"Nelsonia brunelloides Vahl","A. Stolz","Nyassa Hochland - Station Kyimbila",TZ,NULL,NULL,NULL,NULL,1912,08,09
411072,gbif,"Nelsonia brunelloides Vahl","A. Stolz","Nyassa Hochland - Station Kyimbila",TZ,NULL,NULL,NULL,NULL,1910,10,12
411073,gbif,"Nelsonia brunelloides Vahl","A. Stolz","Nyassa Hochland - Station Kyimbila",TZ,NULL,NULL,NULL,NULL,1910,11,14
411074,gbif,"Nelsonia brunelloides Vahl","J. Wylie","Nyassa, Zululand",ZA,NULL,NULL,NULL,NULL,1903,09,01
411075,gbif,"Nelsonia brunelloides Vahl","P. Dusén","Africa occ. Cameronia, ad Bonge emposium",CM,NULL,NULL,NULL,NULL,1891,10,09
411076,gbif,"Nelsonia brunelloides Vahl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,
411077,gbif,"Nelsonia brunelloides Vahl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,
411078,gbif,"Nelsonia brunelloides Vahl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,
411079,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Pontes, RA","Área de Preservação Permanente Mata do B, Primeira ponte da trilha do rio",BR,Paraíba,"João Pessoa",0.0,0.0,2006,08,15
411080,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Gadelha Neto, PC","Jardim Botânico, Argiloso",BR,Paraíba,"João Pessoa",-8.0,-34.866667,2006,08,30
411081,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Pontes, RA","Área de Preservação Permanente Mata do B, Próxima à primeira pontes da trilha do rio",BR,Paraíba,"João Pessoa",0.0,0.0,2006,08,30
411082,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Pontes, RA; Lima, NT","Jardim Botânico",BR,Paraíba,"João Pessoa",0.0,0.0,2004,09,17
411083,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Costa e Silva, M.B.; Cano, O.; Ferreira, C.; Albuquerque, N.A.; Cano, O.; Ferreira, C.; Albuquerque, N.A.","Reserva Ecológica de Carnijó, Perto da Represa do Jacaré.",BR,Pernambuco,Moreno,0.0,0.0,2003,09,18
411084,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Cano, O.; Maciel, J.R.; Eva; Ferreira, C.; Maciel, J.R.; Eva; Ferreira, C.","Reserva Ecológica de Carnijó, Trilha da Mata Atlântica.",BR,Pernambuco,Moreno,0.0,0.0,2003,10,23
411085,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Alicia Ibáñez, Alex Espinosa, Feliciano Cedeño","Veraguas, Bahía Honda. Playa del Sol.",PA,NULL,NULL,7.75,-81.51,2002,05,17
411086,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","J. Rosales","Depto. Ahuachapán. San Francisco Menéndez, El Corozo, Mariposario, zona alta ""Mariposario"".",SV,Ahuachapan,NULL,13.82,-89.98,2000,01,25
411087,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Souza, VC; Souza, JP; Scalon, VR; Romão, GO; Araújo, AO","Estrada entre Nova Roma e Montes Belos, 7 km de Nova Roma.",BR,Goiás,"Nova Roma",-13.715,-46.870278,2000,07,30
411088,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","S. Castroviejo, A. Ibañez, C. Aedo, J.L. Fernández Alonso & al.","Isla de Coiba, campamento Playa Hermosa",PA,NULL,NULL,7.51,-81.84,1998,03,25
411089,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","R. Aparicio & R. Rivera","Depto La Libertad. San Diego. El Amatal.",SV,"La Libertad",NULL,13.48,-89.17,1997,03,30
411090,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","S. Castroviejo, M. Velayos & J. Cuadras","Isla de Coiba, pr. campamento Manila, en torno al río Manila",PA,NULL,NULL,7.34,-81.77,1996,03,16
411091,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","C. Galdames & al.","Isla de Coiba, río Manila",PA,NULL,NULL,7.34,-81.77,1996,03,16
411092,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","C. Galdames, B. Araúz, A. Espinosa, S. Castroviejo & M. Velayos","Provincia de Veraguas, Isla Coiba, Distrito de Montijo, Río Manila, Extremo Sur de Coiba frente a la Isla de Jicarón, Parque Nacional Coiba.",PA,Veraguas,NULL,NULL,NULL,1996,03,16
411093,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Franklin S. Axelrod","Dorado: Bo. Higuillar, near coast at Alto las Ovejas, at golf course of Dorado del Mar. Disturbed grassy area.",PR,"Puerto Rico",NULL,NULL,NULL,1996,04,27
411094,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","F. Chinchilla P.","Depto Ahuachapán. San Benito, Cooperativa San Alfonso.",SV,Ahuachapan,NULL,13.82,-89.93,1994,03,16
411095,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","M. R. C. S. Melo; A. Laurênio; F. M. O. Villarouco","Dois Irmãos, Campus da UFRPE",BR,Pernambuco,Recife,NULL,NULL,1994,11,28
411096,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","J. González & R. Villacorta","Depto La Libertad. San Diego. El Amatal.",SV,"La Libertad",NULL,NULL,NULL,1993,01,12
411097,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Moura, OT","Campus I da UFPB",BR,Paraíba,"João Pessoa",0.0,0.0,1993,02,25
411098,gbif,"Strobilanthes brunelloides (Lam.) J.R.I.Wood","Franklin S. Axelrod|Inés Sastre de Jesús","Vega Alta: Bo. Sabana, along dirt road (from Rt 696) through pasture at end of Com. San Antonio, open area W of power lines at base of mogotes. Second-growth forest on limestone.",PR,"Puerto Rico",NULL,NULL,NULL,1993,06,03
411099,gbif,"Nelsonia canescens (Lam.) Spreng.","F. S. Axelrod","Bo. Higuillar, near coast at Alta las Ovejas, at golf course of Dorado del Mar.",PR,Dorado,NULL,18.474017,-66.27152,1996,04,27
411100,gbif,"Nelsonia canescens (Lam.) Spreng.","Charlotte M. Taylor|Roy E. Gereau","Municipio Vega Baja: rte. 687 at boat ramp to Lago Tortuguero and N ca. 0.5 km. Moist forest on white sand.",PR,"Puerto Rico",NULL,18.41666,-66.41666,1991,06,24
411101,gbif,"Nelsonia canescens (Lam.) Spreng.","Charlotte M. Taylor|Brenda Molano-Flores","Mpio. de Dorado; rte 677 ca. 2 km S of rte 2, ca. 1 km N of Hacienda Dorado. Moist forest and pasture on mogotes.",PR,"Puerto Rico",NULL,NULL,NULL,1989,03,21
411102,gbif,"Nelsonia canescens (Lam.) Spreng.","Charlotte M. Taylor|James D. Ackerman","Mpio. de Manati-Vega Baja; S side of Laguna Tortuguero, ca. 1-2 km N of rte 2. Thickets and pasture, 0-10m.",PR,"Puerto Rico",NULL,NULL,NULL,1989,09,16
411103,gbif,"Nelsonia canescens (Lam.) Spreng.","F. S. Axelrod","Bo. Regadero, trail from Rt 691 (1 km from Rt 690).",PR,"Vega Alta",NULL,18.439628,-66.332098,1985,03,17
411104,gbif,"Nelsonia canescens (Lam.) Spreng.","Alain H. Liogier","In open place, Tortuguero area. At sea level.",PR,"Puerto Rico",NULL,NULL,NULL,1982,03,25
411105,gbif,"Nelsonia canescens (Lam.) Spreng.","G. T. Prance","North bank of rio JuruÃ¡, opposite Cruzeiro do Sul. Disturbed  vÃ¡rzea forest.",BR,Acre,NULL,-7.634555022759557,-72.6716457607943,1966,10,27
411106,gbif,"Nelsonia canescens (Lam.) Spreng.","Mike Hopkins","Cruzeiro do Sul, North bank of rio Juruá, opposite Cruzeiro do Sul. Disturbed  várzea forest.",BR,Acre,NULL,NULL,NULL,1966,10,27
411107,gbif,"Nelsonia canescens (Lam.) Spreng.","José I. Otero J.","District Bayamon. Santurce.",PR,"Puerto Rico",NULL,18.4481,-66.0641,1937,11,07
411108,gbif,"Nelsonia canescens (Lam.) Spreng.","José I. Otero J.","District Bayamon. Santurce.",PR,"Puerto Rico",NULL,18.4481,-66.0641,1937,12,05
411109,gbif,"Nelsonia canescens (Lam.) Spreng.","Herman Theodor Holm","ALong a ditch near Magazuez.",PR,"Puerto Rico",NULL,NULL,NULL,1915,04,01
411110,gbif,"Nelsonia canescens (Lam.) Spreng.","Nathaniel L. Britton","Mayaguez, Porto Rico. Edge of Marsh.",PR,"Puerto Rico",NULL,NULL,NULL,1913,03,31
411111,gbif,"Nelsonia canescens (Lam.) Spreng.","I. Urban","Prope Manati ad margines laginuae Tortuguero.",PR,"Puerto Rico",NULL,NULL,NULL,1887,01,01
411112,gbif,"Nelsonia canescens (Lam.) Spreng.",NULL,NULL,PA,NULL,NULL,NULL,NULL,,,
411113,gbif,"Nelsonia brunellodes Kuntze","Nee, M.","Canal Zone. 17 PPA 426078",PA,NULL,NULL,NULL,NULL,1974,01,30
411114,gbif,"Ruellia bahiensis Morong","A. P. N. Prata; M. C. S. Mota, E B Albuqu","Serra da Caiçara, Povoado Caiçara. Sítio Boa Vista.",BR,Alagoas,Maravilha,-9.250236,-37.331111,2018,01,26
411115,gbif,"Ruellia bahiensis Morong","Araújo, F.F.","Sítio Santa Clara.",BR,Ceará,Graça,-3.955556,-40.820833,2017,06,18
411116,gbif,"Ruellia bahiensis Morong","Araújo, F.F.","Sítio Santa Clara.",BR,Ceará,Graça,-3.955417,-40.82075,2017,06,18
411117,gbif,"Ruellia bahiensis Morong","Matos, AL; Freire, GS","Fazenda engenho.",BR,Sergipe,Arauá,-6.5131,-37.5326,2017,09,14
411118,gbif,"Ruellia bahiensis Morong","Santana Júnior, JA; Santos, MN; Santos Júnior, JL; Neto, A","Matinha da UFS, Próximo à Estação de Tratamento da Universidade Federal de Sergipe.",BR,Sergipe,"São Cristóvão",-10.5537,-37.061,2017,10,06
411119,gbif,"Ruellia bahiensis Morong","Casaes, M; Guedes, ML","Paraguaçu, Fazenda Boa Esperança.",BR,Bahia,"Boa Vista do Tupim",-12.5,-40.6,2016,03,27
411120,gbif,"Ruellia bahiensis Morong","Souza, E.B.","Sítio Santa Cruz. Trilha do Delta.",BR,Ceará,Sobral,-3.631944,-40.411944,2016,07,26
411121,gbif,"Ruellia bahiensis Morong","K.S. Valdemarin; T.B. Flores; G.D. Colletta; F.S. Scaravelli","REBIO de Sooretama - Estrada do meio",BR,"Espírito Santo",Sooretama,NULL,NULL,2016,10,04
411122,gbif,"Ruellia bahiensis Morong","Damasceno, SA; Santana Júnior, JA","Fundo do Posto Flecha, na margem do Rio Sergipe, No entorno da caverna Pedra Branca",BR,Sergipe,Maruim,-10.4416,-37.0454,2015,01,26
411123,gbif,"Ruellia bahiensis Morong","Santana Júnior, JA; Silva, EJ; Schottino, SC; Damasceno, SA","Fundos do Posto Flecha. Na margem do rio Sergipe, No entorno da Caverna da Pedra Branca.",BR,Sergipe,Maruim,-10.4618,-37.0753,2015,01,26
411124,gbif,"Ruellia bahiensis Morong","Costa, G.; Ribeiro, P.L.","Cachoeira dos Amores;",BR,Bahia,Jiquiriçá,-13.2825,-39.570278,2015,03,28
